Conference,Year,Title,DOI,id,cite_to_list,cited_by_list,Link,FirstPage,LastPage,PaperType,Abstract,AuthorNames-Deduped,AuthorNames,AuthorAffiliation,InternalReferences,AuthorKeywords,AminerCitationCount_02-2020,XploreCitationCount - 2020-01,PubsCited,Award
InfoVis,2016,PowerSet: A Comprehensive Visualization of Set Intersections,10.1109/TVCG.2016.2598496,1282,"[641, 642, 261, 775, 968, 1129, 969, 459, 747, 392, 561, 661, 927]","[1444, 1616]",http://dx.doi.org/10.1109/TVCG.2016.2598496,361,370,J,"When analyzing a large amount of data, analysts often define groups over data elements that share certain properties. Using these groups as the unit of analysis not only reduces the data volume, but also allows detecting various patterns in the data. This involves analyzing intersection relations between these groups, and how the element attributes vary between these intersections. This kind of set-based analysis has various applications in a variety of domains, due to the generic and powerful notion of sets. However, visualizing intersections relations is challenging because their number grows exponentially with the number of sets. We present a novel technique based on Treemaps to provide a comprehensive overview of non-empty intersections in a set system in a scalable way. It enables gaining insight about how elements are distributed across these intersections as well as performing fine-grained analysis to explore and compare their attributes both in overview and in detail. Interaction allows querying and filtering these elements based on their set memberships. We demonstrate how our technique supports various use cases in data exploration and analysis by providing insights into set-based data, beyond the limits of state-of-the-art techniques.",Bilal Alsallakh;Liu Ren,Bilal Alsallakh;Liu Ren,BOSCH Research;BOSCH Research,10.1109/TVCG.2014.2346248;10.1109/TVCG.2015.2467051;10.1109/TVCG.2006.142;10.1109/INFVIS.2001.963283;10.1109/TVCG.2010.186;10.1109/VISUAL.1991.175815;10.1109/TVCG.2012.233;10.1109/VISUAL.1993.398863;10.1109/TVCG.2011.227;10.1109/TVCG.2009.122;10.1109/TVCG.2014.2346249;10.1109/TVCG.2012.205;10.1109/TVCG.2008.144;10.1109/TVCG.2011.185;10.1109/TVCG.2013.184;10.1109/TVCG.2011.186,scalability;Set visualization;treemaps;interaction,6.0,8.0,47.0,
VAST,2016,VisFlow - Web-based Visualization Framework for Tabular Data with a Subset Flow Model,10.1109/TVCG.2016.2598497,1283,"[641, 1060, 677, 169, 972, 238, 146, 979, 60]",[],http://dx.doi.org/10.1109/TVCG.2016.2598497,251,260,J,"Data flow systems allow the user to design a flow diagram that specifies the relations between system components which process, filter or visually present the data. Visualization systems may benefit from user-defined data flows as an analysis typically consists of rendering multiple plots on demand and performing different types of interactive queries across coordinated views. In this paper, we propose VisFlow, a web-based visualization framework for tabular data that employs a specific type of data flow model called the subset flow model. VisFlow focuses on interactive queries within the data flow, overcoming the limitation of interactivity from past computational data flow systems. In particular, VisFlow applies embedded visualizations and supports interactive selections, brushing and linking within a visualization-oriented data flow. The model requires all data transmitted by the flow to be a data item subset (i.e. groups of table rows) of some original input table, so that rendering properties can be assigned to the subset unambiguously for tracking and comparison. VisFlow features the analysis flexibility of a flow diagram, and at the same time reduces the diagram complexity and improves usability. We demonstrate the capability of VisFlow on two case studies with domain experts on real-world datasets showing that VisFlow is capable of accomplishing a considerable set of visualization and analysis tasks. The VisFlow system is available as open source on GitHub.",Bowen Yu;Cláudio T. Silva,Bowen Yu;Cláudio T. Silva,New York University;New York University,10.1109/TVCG.2009.195;10.1109/INFVIS.2004.12;10.1109/VAST.2011.6102440;10.1109/INFVIS.1998.729560;10.1109/TVCG.2014.2346260;10.1109/INFVIS.2005.1532136;10.1109/TVCG.2011.225;10.1109/INFVIS.2003.1249013;10.1109/VISUAL.2005.1532788;10.1109/TVCG.2014.2346753;10.1109/TVCG.2011.185;10.1109/TVCG.2014.2346291,Visualization framework;data flow;subset flow model;tabular data,3.0,8.0,47.0,
InfoVis,2016,Investigating the Use of a Dynamic Physical Bar Chart for Data Exploration and Presentation,10.1109/TVCG.2016.2598498,1284,"[872, 980, 1079]",[1593],http://dx.doi.org/10.1109/TVCG.2016.2598498,451,460,J,"Physical data representations, or data physicalizations, are a promising new medium to represent and communicate data. Previous work mostly studied passive physicalizations which require humans to perform all interactions manually. Dynamic shape-changing displays address this limitation and facilitate data exploration tasks such as sorting, navigating in data sets which exceed the fixed size of a given physical display, or preparing “views” to communicate insights about data. However, it is currently unclear how people approach and interact with such data representations. We ran an exploratory study to investigate how non-experts made use of a dynamic physical bar chart for an open-ended data exploration and presentation task. We asked 16 participants to explore a data set on European values and to prepare a short presentation of their insights using a physical display. We analyze: (1) users' body movements to understand how they approach and react to the physicalization, (2) their hand-gestures to understand how they interact with physical data, (3) system interactions to understand which subsets of the data they explored and which features they used in the process, and (4) strategies used to explore the data and present observations. We discuss the implications of our findings for the use of dynamic data physicalizations and avenues for future work.",Faisal Taher;Yvonne Jansen;Jonathan Woodruff;John Hardy;Kasper Hornbæk;Jason Alexander,Faisal Taher;Yvonne Jansen;Jonathan Woodruff;John Hardy;Kasper Hornbæk;Jason Alexander,Lancaster University;University of Copenhagen;Lancaster University;Lancaster University;University of Copenhagen;Lancaster University,10.1109/TVCG.2014.2346292;10.1109/TVCG.2014.2352953;10.1109/TVCG.2013.124,Shape-changing displays;physicalization;physical visualization;bar charts;user behaviour;data presentation,7.0,9.0,33.0,
InfoVis,2016,booc.io: An Education System with Hierarchical Concept Maps and Dynamic Non-linear Learning Plans,10.1109/TVCG.2016.2598518,1285,[262],[],http://dx.doi.org/10.1109/TVCG.2016.2598518,571,580,J,"Information hierarchies are difficult to express when real-world space or time constraints force traversing the hierarchy in linear presentations, such as in educational books and classroom courses. We present booc.io, which allows linear and non-linear presentation and navigation of educational concepts and material. To support a breadth of material for each concept, booc.io is Web based, which allows adding material such as lecture slides, book chapters, videos, and LTIs. A visual interface assists the creation of the needed hierarchical structures. The goals of our system were formed in expert interviews, and we explain how our design meets these goals. We adapt a real-world course into booc.io, and perform introductory qualitative evaluation with students.",Michail Schwab;Hendrik Strobelt;James Tompkin;Colin Fredericks;Connor Huff;Dana Higgins;Anton Strezhnev;Mayya Komisarchik;Gary King;Hanspeter Pfister,Michail Schwab;Hendrik Strobelt;James Tompkin;Colin Fredericks;Connor Huff;Dana Higgins;Anton Strezhnev;Mayya Komisarchik;Gary King;Hanspeter Pfister,Harvard Paulson SEAS;Harvard Paulson SEAS;Harvard Paulson SEAS;HarvardX;Harvard Institute for Quantitative Social Sciences;Harvard Institute for Quantitative Social Sciences;Harvard Institute for Quantitative Social Sciences;Harvard Institute for Quantitative Social Sciences;Harvard Institute for Quantitative Social Sciences;Harvard Paulson SEAS,;10.1109/TVCG.2006.147,education;Hierarchies;information visualization,5.0,5.0,37.0,
InfoVis,2016,Quantifying the Visual Impact of Classification Boundaries in Choropleth Maps,10.1109/TVCG.2016.2598541,1286,"[651, 492, 775]",[],http://dx.doi.org/10.1109/TVCG.2016.2598541,371,380,J,"One critical visual task when using choropleth maps is to identify spatial clusters in the data. If spatial units have the same color and are in the same neighborhood, this region can be visually identified as a spatial cluster. However, the choice of classification method used to create the choropleth map determines the visual output. The critical map elements in the classification scheme are those that lie near the classification boundary as those elements could potentially belong to different classes with a slight adjustment of the classification boundary. Thus, these elements have the most potential to impact the visual features (i.e., spatial clusters) that occur in the choropleth map. We present a methodology to enable analysts and designers to identify spatial regions where the visual appearance may be the result of spurious data artifacts. The proposed methodology automatically detects the critical boundary cases that can impact the overall visual presentation of the choropleth map using a classification metric of cluster stability. The map elements that belong to a critical boundary case are then automatically assessed to quantify the visual impact of classification edge effects. Our results demonstrate the impact of boundary elements on the resulting visualization and suggest that special attention should be given to these elements during map design.",Yifan Zhang 0007;Ross Maciejewski,Yifan Zhang;Ross Maciejewski,Arizona State University;Arizona State University,10.1109/VAST.2009.5332584;10.1109/TVCG.2012.233;10.1109/TVCG.2011.197,Choropleth;Classification;Visualization;Geodemographics;Geovisualization,3.0,4.0,52.0,
InfoVis,2016,Small Multiples with Gaps,10.1109/TVCG.2016.2598542,1287,"[976, 634, 1330, 399]",[1524],http://dx.doi.org/10.1109/TVCG.2016.2598542,381,390,J,"Small multiples enable comparison by providing different views of a single data set in a dense and aligned manner. A common frame defines each view, which varies based upon values of a conditioning variable. An increasingly popular use of this technique is to project two-dimensional locations into a gridded space (e.g. grid maps), using the underlying distribution both as the conditioning variable and to determine the grid layout. Using whitespace in this layout has the potential to carry information, especially in a geographic context. Yet, the effects of doing so on the spatial properties of the original units are not understood. We explore the design space offered by such small multiples with gaps. We do so by constructing a comprehensive suite of metrics that capture properties of the layout used to arrange the small multiples for comparison (e.g. compactness and alignment) and the preservation of the original data (e.g. distance, topology and shape). We study these metrics in geographic data sets with varying properties and numbers of gaps. We use simulated annealing to optimize for each metric and measure the effects on the others. To explore these effects systematically, we take a new approach, developing a system to visualize this design space using a set of interactive matrices. We find that adding small amounts of whitespace to small multiple arrays improves some of the characteristics of 2D layouts, such as shape, distance and direction. This comes at the cost of other metrics, such as the retention of topology. Effects vary according to the input maps, with degree of variation in size of input regions found to be a factor. Optima exist for particular metrics in many cases, but at different amounts of whitespace for different maps. We suggest multiple metrics be used in optimized layouts, finding topology to be a primary factor in existing manually-crafted solutions, followed by a trade-off between shape and displacement. But the rich range of possible optimized layouts leads us to challenge single-solution thinking; we suggest to consider alternative optimized layouts for small multiples with gaps. Key to our work is the systematic, quantified and visual approach to exploring design spaces when facing a trade-off between many competing criteria-an approach likely to be of value to the analysis of other design spaces.",Wouter Meulemans;Jason Dykes;Aidan Slingsby;Cagatay Turkay;Jo Wood,Wouter Meulemans;Jason Dykes;Aidan Slingsby;Cagatay Turkay;Jo Wood,"giCentre, City University, London;giCentre, City University, London;giCentre, City University, London;giCentre, City University, London;giCentre, City University, London",10.1109/TVCG.2014.2346276;10.1109/TVCG.2011.174;10.1109/TVCG.2016.2598862;10.1109/TVCG.2008.165,Geographic visualization;small multiples;whitespace;design space;metrics;optimization,4.0,9.0,41.0,
VAST,2016,Annotation Graphs: A Graph-Based Visualization for Meta-Analysis of Data Based on User-Authored Annotations,10.1109/TVCG.2016.2598543,1288,"[323, 389, 423, 872, 683, 524, 1043, 1204, 502, 607]","[1458, 1464, 1483, 1552]",http://dx.doi.org/10.1109/TVCG.2016.2598543,261,270,J,"User-authored annotations of data can support analysts in the activity of hypothesis generation and sensemaking, where it is not only critical to document key observations, but also to communicate insights between analysts. We present annotation graphs, a dynamic graph visualization that enables meta-analysis of data based on user-authored annotations. The annotation graph topology encodes annotation semantics, which describe the content of and relations between data selections, comments, and tags. We present a mixed-initiative approach to graph layout that integrates an analyst's manual manipulations with an automatic method based on similarity inferred from the annotation semantics. Various visual graph layout styles reveal different perspectives on the annotation semantics. Annotation graphs are implemented within C8, a system that supports authoring annotations during exploratory analysis of a dataset. We apply principles of Exploratory Sequential Data Analysis (ESDA) in designing C8, and further link these to an existing task typology in the visualization literature. We develop and evaluate the system through an iterative user-centered design process with three experts, situated in the domain of analyzing HCI experiment data. The results suggest that annotation graphs are effective as a method of visually extending user-authored annotations to data meta-analysis for discovery and organization of ideas.",Jian Zhao 0010;Michael Glueck;Simon Breslav;Fanny Chevalier;Azam Khan,Jian Zhao;Michael Glueck;Simon Breslav;Fanny Chevalier;Azam Khan,Autodesk Research;Autodesk Research;Autodesk Research;INRIA;Autodesk Research,10.1109/VAST.2009.5333878;10.1109/TVCG.2015.2467871;10.1109/VAST.2009.5333023;10.1109/VAST.2011.6102447;10.1109/TVCG.2008.137;10.1109/TVCG.2014.2346573;10.1109/VAST.2008.4677365;10.1109/TVCG.2013.124;10.1109/TVCG.2007.70577;10.1109/VAST.2010.5652879,Externalization user-authored annotation;exploratory sequential data analysis;graph-based visualization,5.0,11.0,39.0,
VAST,2016,Familiarity Vs Trust: A Comparative Study of Domain Scientists' Trust in Visual Analytics and Conventional Analysis Methods,10.1109/TVCG.2016.2598544,1289,"[868, 281, 872, 1229, 238, 1177, 766]",[1487],http://dx.doi.org/10.1109/TVCG.2016.2598544,271,280,J,"Combining interactive visualization with automated analytical methods like statistics and data mining facilitates data-driven discovery. These visual analytic methods are beginning to be instantiated within mixed-initiative systems, where humans and machines collaboratively influence evidence-gathering and decision-making. But an open research question is that, when domain experts analyze their data, can they completely trust the outputs and operations on the machine-side? Visualization potentially leads to a transparent analysis process, but do domain experts always trust what they see? To address these questions, we present results from the design and evaluation of a mixed-initiative, visual analytics system for biologists, focusing on analyzing the relationships between familiarity of an analysis medium and domain experts' trust. We propose a trust-augmented design of the visual analytics system, that explicitly takes into account domain-specific tasks, conventions, and preferences. For evaluating the system, we present the results of a controlled user study with 34 biologists where we compare the variation of the level of trust across conventional and visual analytic mediums and explore the influence of familiarity and task complexity on trust. We find that despite being unfamiliar with a visual analytic medium, scientists seem to have an average level of trust that is comparable with the same in conventional analysis medium. In fact, for complex sense-making tasks, we find that the visual analytic system is able to inspire greater trust than other mediums. We summarize the implications of our findings with directions for future research on trustworthiness of visual analytic systems.",Aritra Dasgupta;Joon-Yong Lee;Ryan Wilson;Robert A. Lafrance;Nick Cramer;Kristin A. Cook;Samuel H. Payne,Aritra Dasgupta;Joon-Yong Lee;Ryan Wilson;Robert A. Lafrance;Nick Cramer;Kristin Cook;Samuel Payne,Pacific Northwest National Laboratory;Pacific Northwest National Laboratory;Pacific Northwest National Laboratory;Pacific Northwest National Laboratory;Pacific Northwest National Laboratory;Pacific Northwest National Laboratory;Pacific Northwest National Laboratory,10.1109/TVCG.2015.2467591;10.1109/VAST.2015.7347625;10.1109/TVCG.2012.224;10.1109/INFVIS.2005.1532136;10.1109/VAST.2006.261416;10.1109/TVCG.2013.124;10.1109/TVCG.2013.120,trust;transparency;familiarity;uncertainty;biological data analysis,6.0,9.0,41.0,
VAST,2016,What do Constraint Programming Users Want to See? Exploring the Role of Visualisation in Profiling of Models and Search,10.1109/TVCG.2016.2598545,1290,"[898, 1193, 92, 1203, 1046, 215, 892, 990]","[1389, 1424, 1606]",http://dx.doi.org/10.1109/TVCG.2016.2598545,281,290,J,"Constraint programming allows difficult combinatorial problems to be modelled declaratively and solved automatically. Advances in solver technologies over recent years have allowed the successful use of constraint programming in many application areas. However, when a particular solver's search for a solution takes too long, the complexity of the constraint program execution hinders the programmer's ability to profile that search and understand how it relates to their model. Therefore, effective tools to support such profiling and allow users of constraint programming technologies to refine their model or experiment with different search parameters are essential. This paper details the first user-centred design process for visual profiling tools in this domain. We report on: our insights and opportunities identified through an on-line questionnaire and a creativity workshop with domain experts carried out to elicit requirements for analytical and visual profiling techniques; our designs and functional prototypes realising such techniques; and case studies demonstrating how these techniques shed light on the behaviour of the solvers in practice.",Sarah Goodwin;Christopher Mears;Tim Dwyer;Maria Garcia de la Banda;Guido Tack;Mark Wallace 0001,Sarah Goodwin;Christopher Mears;Tim Dwyer;Maria Garcia de la Banda;Guido Tack;Mark Wallace,"Adaptive Visualisation LabMonash University;Faculty of Information Technology, Monash University;Adaptive Visualisation LabMonash University;Faculty of Information Technology, Monash University;Faculty of Information Technology, Monash University;Faculty of Information Technology, Monash University",10.1109/TVCG.2013.145;10.1109/TVCG.2014.2346321;10.1109/TVCG.2015.2467751;10.1109/INFVIS.2004.70;10.1109/TVCG.2014.2346578;10.1109/TVCG.2013.151;10.1109/TVCG.2015.2467851;10.1109/INFVIS.2000.885103,visual analytics;user-centred design;profiling;constraint programming;tree visualisations,5.0,8.0,39.0,
SciVis,2016,Urban Pulse: Capturing the Rhythm of Cities,10.1109/TVCG.2016.2598585,1291,"[1184, 961, 1223, 1064, 1031, 1135, 639, 879, 1234, 1240, 1178, 959]","[1386, 1580]",http://dx.doi.org/10.1109/TVCG.2016.2598585,791,800,J,"Cities are inherently dynamic. Interesting patterns of behavior typically manifest at several key areas of a city over multiple temporal resolutions. Studying these patterns can greatly help a variety of experts ranging from city planners and architects to human behavioral experts. Recent technological innovations have enabled the collection of enormous amounts of data that can help in these studies. However, techniques using these data sets typically focus on understanding the data in the context of the city, thus failing to capture the dynamic aspects of the city. The goal of this work is to instead understand the city in the context of multiple urban data sets. To do so, we define the concept of an “urban pulse” which captures the spatio-temporal activity in a city across multiple temporal resolutions. The prominent pulses in a city are obtained using the topology of the data sets, and are characterized as a set of beats. The beats are then used to analyze and compare different pulses. We also design a visual exploration framework that allows users to explore the pulses within and across multiple cities under different conditions. Finally, we present three case studies carried out by experts from two different domains that demonstrate the utility of our framework.",Fábio Miranda;Harish Doraiswamy;Marcos Lage;Kai Zhao;Bruno Gonçalves;Luc Wilson;Mondrian Hsieh;Cláudio T. Silva,Fabio Miranda;Harish Doraiswamy;Marcos Lage;Kai Zhao;Bruno Gonçalves;Luc Wilson;Mondrian Hsieh;Cláudio T. Silva,New York University;New York University;Universidade Federal Fluminense;New York University;New York University;Kohn Pedersen Fox Associates PC;Kohn Pedersen Fox Associates PC;New York University,10.1109/TVCG.2015.2467592;10.1109/VAST.2015.7347636;10.1109/TVCG.2014.2346898;10.1109/TVCG.2013.226;10.1109/TVCG.2013.228;10.1109/TVCG.2015.2467619;10.1109/TVCG.2015.2467194;10.1109/VAST.2015.7347630;10.1109/TVCG.2011.181;10.1109/TVCG.2013.131;10.1109/TVCG.2015.2468111;10.1109/TVCG.2014.2346449,Topology-based techniques;urban data;visual exploration,9.0,21.0,53.0,
InfoVis,2016,Exploring the Possibilities of Embedding Heterogeneous Data Attributes in Familiar Visualizations,10.1109/TVCG.2016.2598586,1292,"[960, 641, 642, 1155, 325, 934, 231, 968, 459, 972, 652, 559, 913, 946, 978, 149, 253, 479]",[1392],http://dx.doi.org/10.1109/TVCG.2016.2598586,581,590,J,"Heterogeneous multi-dimensional data are now sufficiently common that they can be referred to as ubiquitous. The most frequent approach to visualizing these data has been to propose new visualizations for representing these data. These new solutions are often inventive but tend to be unfamiliar. We take a different approach. We explore the possibility of extending well-known and familiar visualizations through including Heterogeneous Embedded Data Attributes (HEDA) in order to make familiar visualizations more powerful. We demonstrate how HEDA is a generic, interactive visualization component that can extend common visualization techniques while respecting the structure of the familiar layout. HEDA is a tabular visualization building block that enables individuals to visually observe, explore, and query their familiar visualizations through manipulation of embedded multivariate data. We describe the design space of HEDA by exploring its application to familiar visualizations in the D3 gallery. We characterize these familiar visualizations by the extent to which HEDA can facilitate data queries based on attribute reordering.",Mona Hosseinkhani Loorak;Charles Perin;Christopher Collins 0001;Sheelagh Carpendale,Mona Hosseinkhani Loorak;Charles Perin;Christopher Collins;Sheelagh Carpendale,"Department of Computer Science, University of Calgary;Department of Computer Science, University of Calgary;University of Ontario;Department of Computer Science, University of Calgary",10.1109/TVCG.2014.2346248;10.1109/TVCG.2014.2346260;10.1109/INFVIS.2005.1532151;10.1109/INFVIS.2005.1532129;10.1109/TVCG.2007.70582;10.1109/TVCG.2009.179;10.1109/INFVIS.2003.1249016;10.1109/TVCG.2010.205;10.1109/TVCG.2013.227;10.1109/TVCG.2013.210;10.1109/TVCG.2011.201;10.1109/TVCG.2015.2467325;10.1109/TVCG.2009.122;10.1109/TVCG.2014.2346279;10.1109/TVCG.2013.192;10.1109/TVCG.2013.167;10.1109/VISUAL.1990.146386;10.1109/TVCG.2011.185;10.1109/TVCG.2011.186,Multi-dimensional data;Hybrid visualization,5.0,6.0,54.0,
InfoVis,2016,Screenit: Visual Analysis of Cellular Screens,10.1109/TVCG.2016.2598587,1293,"[833, 1059, 1125, 688, 1041, 755, 598, 1046, 918, 671]",[],http://dx.doi.org/10.1109/TVCG.2016.2598587,591,600,J,"High-throughput and high-content screening enables large scale, cost-effective experiments in which cell cultures are exposed to a wide spectrum of drugs. The resulting multivariate data sets have a large but shallow hierarchical structure. The deepest level of this structure describes cells in terms of numeric features that are derived from image data. The subsequent level describes enveloping cell cultures in terms of imposed experiment conditions (exposure to drugs). We present Screenit, a visual analysis approach designed in close collaboration with screening experts. Screenit enables the navigation and analysis of multivariate data at multiple hierarchy levels and at multiple levels of detail. Screenit integrates the interactive modeling of cell physical states (phenotypes) and the effects of drugs on cell cultures (hits). In addition, quality control is enabled via the detection of anomalies that indicate low-quality data, while providing an interface that is designed to match workflows of screening experts. We demonstrate analyses for a real-world data set, CellMorph, with 6 million cells across 20,000 cell cultures.",Kasper Dinkla;Hendrik Strobelt;Bryan Genest;Stephan Reiling;Mark Borowsky;Hanspeter Pfister,Kasper Dinkla;Hendrik Strobelt;Bryan Genest;Stephan Reiling;Mark Borowsky;Hanspeter Pfister,Harvard University;Harvard University;Novartis Institute of BioMedical Research;Novartis Institute of BioMedical Research;Novartis Institute of BioMedical Research;Harvard University,10.1109/VAST.2012.6400492;10.1109/TVCG.2014.2346752;10.1109/TVCG.2015.2466971;10.1109/TVCG.2011.253;10.1109/VAST.2010.5652443;10.1109/TVCG.2012.213;10.1109/TVCG.2014.2346578;10.1109/TVCG.2013.173;10.1109/VAST.2011.6102453;10.1109/TVCG.2014.2346482,High-content screening;visual analysis;feature selection;image classification;biology;multivariate;hierarchy,0.0,3.0,48.0,
InfoVis,2016,PROACT: Iterative Design of a Patient-Centered Visualization for Effective Prostate Cancer Health Risk Communication,10.1109/TVCG.2016.2598588,1294,"[940, 1197, 1076, 761, 1053, 767]",[],http://dx.doi.org/10.1109/TVCG.2016.2598588,601,610,J,"Prostate cancer is the most common cancer among men in the US, and yet most cases represent localized cancer for which the optimal treatment is unclear. Accumulating evidence suggests that the available treatment options, including surgery and conservative treatment, result in a similar prognosis for most men with localized prostate cancer. However, approximately 90% of patients choose surgery over conservative treatment, despite the risk of severe side effects like erectile dysfunction and incontinence. Recent medical research suggests that a key reason is the lack of patient-centered tools that can effectively communicate personalized risk information and enable them to make better health decisions. In this paper, we report the iterative design process and results of developing the PROgnosis Assessment for Conservative Treatment (PROACT) tool, a personalized health risk communication tool for localized prostate cancer patients. PROACT utilizes two published clinical prediction models to communicate the patients' personalized risk estimates and compare treatment options. In collaboration with the Maine Medical Center, we conducted two rounds of evaluations with prostate cancer survivors and urologists to identify the design elements and narrative structure that effectively facilitate patient comprehension under emotional distress. Our results indicate that visualization can be an effective means to communicate complex risk information to patients with low numeracy and visual literacy. However, the visualizations need to be carefully chosen to balance readability with ease of comprehension. In addition, due to patients' charged emotional state, an intuitive narrative structure that considers the patients' information need is critical to aid the patients' comprehension of their risk information.",Anzu Hakone;Lane Harrison;Alvitta Ottley;Nathan Winters;Caitlin Gutheil;Paul K. J. Han;Remco Chang,Anzu Hakone;Lane Harrison;Alvitta Ottley;Nathan Winters;Caitlin Gutheil;Paul K. J. Han;Remco Chang,Tufts University;Worcester Polytechnic Institute;Tufts University;Tufts University;Maine Medical Center;Maine Medical Center;Tufts University,10.1109/TVCG.2012.225;10.1109/TVCG.2013.200;10.1109/TVCG.2014.2346984;10.1109/TVCG.2015.2467758;10.1109/TVCG.2012.219;10.1109/TVCG.2014.2346682,Design studies;task and requirement analysis;presentation;production;and dissemination;medical visualization,1.0,4.0,54.0,
InfoVis,2016,WeightLifter: Visual Weight Space Exploration for Multi-Criteria Decision Making,10.1109/TVCG.2016.2598589,1295,"[1218, 455, 456, 1257, 692, 990, 918, 600, 894, 671]","[1437, 1440, 1452, 1456, 1559, 1573, 1601]",http://dx.doi.org/10.1109/TVCG.2016.2598589,611,620,J,"A common strategy in Multi-Criteria Decision Making (MCDM) is to rank alternative solutions by weighted summary scores. Weights, however, are often abstract to the decision maker and can only be set by vague intuition. While previous work supports a point-wise exploration of weight spaces, we argue that MCDM can benefit from a regional and global visual analysis of weight spaces. Our main contribution is WeightLifter, a novel interactive visualization technique for weight-based MCDM that facilitates the exploration of weight spaces with up to ten criteria. Our technique enables users to better understand the sensitivity of a decision to changes of weights, to efficiently localize weight regions where a given solution ranks high, and to filter out solutions which do not rank high enough for any plausible combination of weights. We provide a comprehensive requirement analysis for weight-based MCDM and describe an interactive workflow that meets these requirements. For evaluation, we describe a usage scenario of WeightLifter in automotive engineering and report qualitative feedback from users of a deployed version as well as preliminary feedback from decision makers in multiple domains. This feedback confirms that WeightLifter increases both the efficiency of weight-based MCDM and the awareness of uncertainty in the ultimate decisions.",Stephan Pajer;Marc Streit;Thomas Torsney-Weir;Florian Spechtenhauser;Torsten Möller;Harald Piringer,Stephan Pajer;Marc Streit;Thomas Torsney-Weir;Florian Spechtenhauser;Torsten Möller;Harald Piringer,VRVis Research Center;University Linz;University of Vienna;VRVis Research Center;University of Vienna;VRVis Research Center,10.1109/TVCG.2015.2468011;10.1109/TVCG.2013.147;10.1109/VAST.2015.7347686;10.1109/VISUAL.1993.398859;10.1109/TVCG.2008.145;10.1109/VAST.2011.6102457;10.1109/TVCG.2011.253;10.1109/TVCG.2014.2346321;10.1109/TVCG.2010.190;10.1109/TVCG.2009.110;10.1109/VAST.2010.5652460;10.1109/TVCG.2013.173;10.1109/TVCG.2011.248;10.1109/TVCG.2009.111,Visual analysis;decision making;multi-objective optimization;interactive ranking;rank sensitivity,9.0,19.0,41.0,
InfoVis,2016,Visualizing Social Media Content with SentenTree,10.1109/TVCG.2016.2598590,1296,"[954, 1216, 516, 549, 6, 263, 555, 1069, 719, 474, 402, 826, 667, 476, 638]",[1481],http://dx.doi.org/10.1109/TVCG.2016.2598590,621,630,J,"We introduce SentenTree, a novel technique for visualizing the content of unstructured social media text. SentenTree displays frequent sentence patterns abstracted from a corpus of social media posts. The technique employs design ideas from word clouds and the Word Tree, but overcomes a number of limitations of both those visualizations. SentenTree displays a node-link diagram where nodes are words and links indicate word co-occurrence within the same sentence. The spatial arrangement of nodes gives cues to the syntactic ordering of words while the size of nodes gives cues to their frequency of occurrence. SentenTree can help people gain a rapid understanding of key concepts and opinions in a large social media text collection. It is implemented as a lightweight application that runs in the browser.",Mengdie Hu;Krist Wongsuphasawat;John T. Stasko,Mengdie Hu;Krist Wongsuphasawat;John Stasko,Georgia Institute of Technology;Twitter Inc.;Georgia Institute of Technology,10.1109/TVCG.2009.171;10.1109/TVCG.2008.172;10.1109/VAST.2009.5333443;10.1109/INFVIS.1995.528686;10.1109/TVCG.2010.154;10.1109/VAST.2012.6400485;10.1109/TVCG.2011.179;10.1109/TVCG.2010.194;10.1109/TVCG.2013.221;10.1109/TVCG.2006.156;10.1109/TVCG.2009.165;10.1109/VAST.2011.6102488;10.1109/TVCG.2014.2346920;10.1109/TVCG.2015.2467991;10.1109/TVCG.2011.239,text visualization;social media;natural language processing;word cloud;Twitter,10.0,15.0,46.0,
InfoVis,2016,Optimizing Hierarchical Visualizations with the Minimum Description Length Principle,10.1109/TVCG.2016.2598591,1297,"[256, 775, 265, 271, 312, 57]","[1447, 1451, 1521]",http://dx.doi.org/10.1109/TVCG.2016.2598591,631,640,J,"In this paper we examine how the Minimum Description Length (MDL) principle can be used to efficiently select aggregated views of hierarchical datasets that feature a good balance between clutter and information. We present MDL formulae for generating uneven tree cuts tailored to treemap and sunburst diagrams, taking into account the available display space and information content of the data. We present the results of a proof-of-concept implementation. In addition, we demonstrate how such tree cuts can be used to enhance drill-down interaction in hierarchical visualizations by implementing our approach in an existing visualization tool. Validation is done with the feature congestion measure of clutter in views of a subset of the current DMOZ web directory, which contains nearly half million categories. The results show that MDL views achieve near constant clutter level across display resolutions. We also present the results of a crowdsourced user study where participants were asked to find targets in views of DMOZ generated by our approach and a set of baseline aggregation methods. The results suggest that, in some conditions, participants are able to locate targets (in particular, outliers) faster using the proposed approach.",Rafael Veras;Christopher Collins 0001,Rafael Veras;Christopher Collins,University of OntarioInstitute of Technology;University of OntarioInstitute of Technology,10.1109/TVCG.2006.120;10.1109/TVCG.2007.70535;10.1109/INFVIS.1998.729557;10.1109/TVCG.2006.184;10.1109/TVCG.2012.233;10.1109/TVCG.2006.161,antichain;Hierarchy data;data aggregation;multiscale visualization;tree cut,4.0,6.0,33.0,
